locus_tag	old_locus_tag	protein_id	GOfun	GOpro	GOfun_evidence	GOpro_evidence	product
AEP_RS14625	AEP_02937	WP_087496061.1	GO:0004370	GO:0006071	IEA	IEA	glycerol kinase GlpK
AEP_RS14630	AEP_02938	WP_087496062.1	none	none	none	none	DeoR/GlpR family DNA-binding transcription regulator
AEP_RS14635	AEP_02939	WP_087496063.1	none	none	none	none	glycerol-3-phosphate dehydrogenase/oxidase
AEP_RS14640	AEP_02940	WP_007861702.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L14
AEP_RS14645	AEP_02941	WP_087496064.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L24
AEP_RS14650	AEP_02942	WP_087496065.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L5
AEP_RS14655	AEP_02943	WP_087496066.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S14
AEP_RS14660	AEP_02944	WP_087496067.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S8
AEP_RS14665	AEP_02945	WP_087496068.1	GO:0003735;GO:0019843	GO:0006412	IEA;IEA	IEA	50S ribosomal protein L6
AEP_RS14670	AEP_02946	WP_087496069.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L18
AEP_RS14675	AEP_02947	WP_087496070.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S5
AEP_RS14680	AEP_02948	WP_087496071.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L30
AEP_RS14685	AEP_02949	WP_087497363.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L15
AEP_RS14690	AEP_02950	WP_087496072.1	GO:0015450	GO:0043952	IEA	IEA	preprotein translocase subunit SecY
AEP_RS14695	none	WP_012348927.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L36
AEP_RS14700	AEP_02951	WP_087496073.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S13
AEP_RS14705	AEP_02952	WP_029706489.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S11
AEP_RS14710	AEP_02953	WP_087496074.1	GO:0003735;GO:0019843	GO:0006412	IEA;IEA	IEA	30S ribosomal protein S4
AEP_RS14715	AEP_02954	WP_087496075.1	GO:0003677;GO:0003899;GO:0046983	GO:0006351	IEA;IEA;IEA	IEA	DNA-directed RNA polymerase subunit alpha
AEP_RS14720	AEP_02955	WP_087496076.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L17
AEP_RS14730	AEP_02957	WP_087496077.1	none	none	none	none	LysR family transcriptional regulator
AEP_RS14735	AEP_02958	WP_087497364.1	none	none	none	none	type 1 glutamine amidotransferase domain-containing protein
AEP_RS14740	AEP_02959	WP_198301836.1	none	none	none	none	type 1 glutamine amidotransferase domain-containing protein
AEP_RS14745	AEP_02960	WP_232459838.1	none	none	none	none	NmrA family NAD(P)-binding protein
AEP_RS14750	AEP_02961	WP_087496079.1	none	none	none	none	antibiotic biosynthesis monooxygenase
AEP_RS14755	AEP_02962	WP_087496080.1	none	none	none	none	NADPH-dependent F420 reductase
AEP_RS14760	AEP_02963	WP_087496081.1	none	none	none	none	low temperature requirement protein A
AEP_RS14765	AEP_02964	WP_087496082.1	none	none	none	none	S8 family peptidase
AEP_RS14770	AEP_02965	WP_087496083.1	none	none	none	none	ATP-binding protein
AEP_RS21240	AEP_02966	WP_257789667.1	none	none	none	none	helix-turn-helix transcriptional regulator
AEP_RS21120	AEP_02967	WP_087496086.1	none	none	none	none	hypothetical protein
AEP_RS14790	AEP_02968	WP_087496087.1	none	none	none	none	site-specific integrase
AEP_RS14795	AEP_02969	WP_087496088.1	none	none	none	none	hypothetical protein
AEP_RS14800	AEP_02970	WP_087496089.1	none	none	none	none	hypothetical protein
AEP_RS14805	AEP_02971	WP_087496090.1	none	none	none	none	hypothetical protein
AEP_RS14810	AEP_02973	WP_087496091.1	none	none	none	none	hypothetical protein
AEP_RS14815	AEP_02974	WP_087496092.1	GO:0016787	none	IEA	none	metallophosphoesterase
AEP_RS14820	AEP_02975	WP_087496093.1	none	none	none	none	helix-turn-helix transcriptional regulator
AEP_RS21125	AEP_02976	WP_232459839.1	none	none	none	none	zinc ribbon domain-containing protein
AEP_RS14830	AEP_02977	WP_198301838.1	none	none	none	none	hypothetical protein
AEP_RS14840	AEP_02978	WP_087496097.1	GO:0003677;GO:0003916	GO:0006265	IEA;IEA	IEA	topoisomerase DNA-binding C4 zinc finger domain-containing protein
AEP_RS14845	AEP_02979	WP_087496098.1	GO:0005524	none	IEA	none	UvrD-helicase domain-containing protein
AEP_RS14850	AEP_02980	WP_087496099.1	none	none	none	none	hypothetical protein
AEP_RS20745	AEP_02981	WP_157673181.1	none	none	none	none	hypothetical protein
AEP_RS21130	none	none	none	none	none	none	hypothetical protein
AEP_RS14865	AEP_02982	WP_087497366.1	none	none	none	none	LysR family transcriptional regulator
AEP_RS14870	AEP_02983	WP_087496101.1	GO:0008137	GO:0042773	IEA	IEA	NADH-quinone oxidoreductase subunit L
AEP_RS14875	AEP_02984	WP_087496102.1	none	none	none	none	DUF2309 domain-containing protein
AEP_RS14880	AEP_02985	WP_087496103.1	none	none	none	none	hypothetical protein
AEP_RS14885	AEP_02986	WP_087496104.1	GO:0004160	GO:0009097;GO:0009099	IEA	IEA;IEA	dihydroxy-acid dehydratase
AEP_RS14895	none	WP_087496106.1	none	none	none	none	hypothetical protein
AEP_RS14900	AEP_02988	WP_087496107.1	none	none	none	none	hypothetical protein
AEP_RS14915	AEP_02990	WP_087496110.1	none	none	none	none	hypothetical protein
AEP_RS14920	AEP_02991	WP_087496111.1	none	none	none	none	hypothetical protein
AEP_RS14925	none	WP_087496112.1	none	none	none	none	hypothetical protein
AEP_RS14930	AEP_02992	WP_157673182.1	none	none	none	none	hypothetical protein
AEP_RS14940	AEP_02994	WP_087496115.1	none	none	none	none	hypothetical protein
AEP_RS14945	none	WP_087496116.1	none	none	none	none	hypothetical protein
AEP_RS20750	none	WP_157673183.1	none	none	none	none	hypothetical protein
AEP_RS14950	AEP_02995	WP_087496117.1	GO:0003677	GO:0006310;GO:0015074	IEA	IEA;IEA	tyrosine-type recombinase/integrase
AEP_RS14955	AEP_02996	WP_087496118.1	none	none	none	none	sugar kinase
AEP_RS14960	AEP_02997	WP_087496119.1	none	none	none	none	RidA family protein
AEP_RS14965	AEP_02998	WP_087496120.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS14970	AEP_02999	WP_087496121.1	none	none	none	none	ABC transporter permease
AEP_RS14975	AEP_03000	WP_087496122.1	none	none	none	none	ABC transporter permease
AEP_RS14980	AEP_03001	WP_087496123.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS14985	AEP_03002	WP_232459841.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS14990	AEP_03003	WP_087496124.1	none	none	none	none	amino acid deaminase
AEP_RS14995	AEP_03004	WP_087496125.1	none	none	none	none	MurR/RpiR family transcriptional regulator
AEP_RS15000	AEP_03005	WP_087496126.1	none	none	none	none	D-aminoacylase
AEP_RS15005	AEP_03006	WP_087496127.1	none	none	none	none	HU family DNA-binding protein
AEP_RS20755	AEP_03007	WP_157673185.1	none	none	none	none	hypothetical protein
AEP_RS15015	AEP_03008	WP_087496129.1	none	none	none	none	S1/P1 nuclease
AEP_RS15020	AEP_03009	WP_087496130.1	GO:0003677	none	IEA	none	translesion error-prone DNA polymerase V autoproteolytic subunit
AEP_RS15025	AEP_03010	WP_087496131.1	none	none	none	none	Y-family DNA polymerase
AEP_RS15030	AEP_03011	WP_232459842.1	none	none	none	none	hypothetical protein
AEP_RS15035	AEP_03012	WP_157673186.1	none	none	none	none	hypothetical protein
AEP_RS20760	AEP_03013	WP_157673187.1	none	none	none	none	hypothetical protein
AEP_RS15040	AEP_03014	WP_087496133.1	none	none	none	none	hypothetical protein
AEP_RS15045	AEP_03015	WP_087496134.1	none	none	none	none	sodium-dependent bicarbonate transport family permease
AEP_RS15050	AEP_03016	WP_087496135.1	none	none	none	none	LysR family transcriptional regulator
AEP_RS15055	AEP_03017	WP_087497369.1	none	none	none	none	plasmid replication/partition related protein
AEP_RS15060	AEP_03018	WP_087496136.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS15065	AEP_03019	WP_087496137.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15070	AEP_03020	WP_087496138.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15075	AEP_03021	WP_087496139.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15080	AEP_03022	WP_087496140.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15085	AEP_03023	WP_087496141.1	none	none	none	none	tripartite tricarboxylate transporter substrate binding protein
AEP_RS15090	AEP_03024	WP_087497370.1	none	none	none	none	NAD(P)-dependent oxidoreductase
AEP_RS15095	AEP_03025	WP_087496142.1	none	none	none	none	AEC family transporter
AEP_RS15100	AEP_03026	WP_087496143.1	none	none	none	none	hypothetical protein
AEP_RS15105	AEP_03027	WP_087496144.1	none	none	none	none	tripartite tricarboxylate transporter substrate binding protein
AEP_RS15110	AEP_03028	WP_087496145.1	none	none	none	none	LysR substrate-binding domain-containing protein
AEP_RS15115	AEP_03029	WP_232459843.1	none	none	none	none	substrate-binding domain-containing protein
AEP_RS15120	AEP_03030	WP_087496146.1	none	none	none	none	amidohydrolase
AEP_RS15125	AEP_03031	WP_087496147.1	GO:0047443	none	IEA	none	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase
AEP_RS15130	AEP_03032	WP_198301968.1	none	none	none	none	amidohydrolase family protein
AEP_RS15135	AEP_03034	WP_087496149.1	GO:0018579	GO:0046278	IEA	IEA	protocatechuate 4,5-dioxygenase subunit alpha
AEP_RS15140	AEP_03035	WP_087496150.1	none	none	none	none	class III extradiol dioxygenase subunit beta
AEP_RS15145	AEP_03036	WP_087496151.1	none	none	none	none	Gfo/Idh/MocA family oxidoreductase
AEP_RS15150	AEP_03037	WP_087496152.1	none	none	none	none	DUF2721 domain-containing protein
AEP_RS15155	AEP_03038	WP_087496153.1	none	none	none	none	molybdopterin oxidoreductase family protein
AEP_RS15160	AEP_03039	WP_087496154.1	none	none	none	none	M20 family metallopeptidase
AEP_RS15165	AEP_03040	WP_087496155.1	none	none	none	none	hypothetical protein
AEP_RS15170	AEP_03041	WP_087496156.1	none	none	none	none	type III pantothenate kinase
AEP_RS15175	AEP_03042	WP_087496157.1	GO:0016866	none	IEA	none	methylmalonyl-CoA mutase family protein
AEP_RS15180	AEP_03043	WP_087496158.1	none	none	none	none	EAL domain-containing protein
AEP_RS15185	AEP_03044	WP_087496159.1	none	none	none	none	alpha/beta hydrolase
AEP_RS15190	AEP_03045	WP_087496160.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15195	AEP_03046	WP_087496161.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15200	AEP_03047	WP_087496162.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15205	AEP_03048	WP_087496163.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15210	AEP_03049	WP_087496164.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS15215	AEP_03050	WP_087496165.1	none	none	none	none	hypothetical protein
AEP_RS15220	AEP_03051	WP_198301839.1	GO:0003676;GO:0003724;GO:0005524	none	IEA;IEA;IEA	none	ATP-dependent RNA helicase DbpA
AEP_RS15225	AEP_03052	WP_087496167.1	none	none	none	none	alpha/beta hydrolase
AEP_RS15230	AEP_03053	WP_087497372.1	none	none	none	none	sensor domain-containing diguanylate cyclase
AEP_RS15235	AEP_03054	WP_087497373.1	GO:0004222	GO:0006508	IEA	IEA	M48 family metalloprotease
AEP_RS15240	AEP_03055	WP_087496168.1	none	none	none	none	M14-type cytosolic carboxypeptidase
AEP_RS15245	AEP_03056	WP_087496169.1	none	none	none	none	FKBP-type peptidyl-prolyl cis-trans isomerase
AEP_RS15250	AEP_03057	WP_087497374.1	none	none	none	none	HD domain-containing protein
AEP_RS15255	AEP_03058	WP_087496170.1	GO:0009055	none	IEA	none	cytochrome b/b6 domain-containing protein
AEP_RS21135	AEP_03059	WP_087496171.1	none	none	none	none	alpha/beta hydrolase
AEP_RS15265	AEP_03060	WP_087496172.1	none	none	none	none	DUF393 domain-containing protein
AEP_RS15270	AEP_03061	WP_232459844.1	none	none	none	none	pyridoxamine 5'-phosphate oxidase family protein
AEP_RS15275	AEP_03062	WP_157673188.1	none	none	none	none	GGDEF domain-containing protein
AEP_RS15280	AEP_03063	WP_087496175.1	none	none	none	none	metallophosphatase family protein
AEP_RS15285	AEP_03064	WP_087496176.1	GO:0003747	GO:0006415	IEA	IEA	peptide chain release factor H
AEP_RS15290	AEP_03065	WP_087496177.1	GO:0008452	GO:0006396	IEA	IEA	RNA ligase RtcB family protein
AEP_RS15300	AEP_03066	WP_087496179.1	GO:0003700;GO:0005524;GO:0008134	GO:0006355	IEA;IEA;IEA	IEA	RNA repair transcriptional activator RtcR
AEP_RS15310	AEP_03067	WP_087496180.1	none	none	none	none	slipin family protein
AEP_RS15315	AEP_03068	WP_087496181.1	none	none	none	none	RtcB family protein
AEP_RS15320	AEP_03069	WP_087496182.1	GO:0003963	GO:0006396	IEA	IEA	RNA 3'-terminal phosphate cyclase
AEP_RS15325	AEP_03070	WP_157673189.1	none	none	none	none	TIGR02285 family protein
AEP_RS15330	AEP_03071	WP_087496184.1	GO:0005524;GO:0016887;GO:0051082	GO:0006457	IEA;IEA;IEA	IEA	molecular chaperone HtpG
AEP_RS15335	AEP_03072	WP_087496185.1	none	none	none	none	TfoX/Sxy family protein
AEP_RS15340	AEP_03073	WP_087496186.1	none	none	none	none	permease
AEP_RS15345	AEP_03074	WP_087496187.1	none	none	none	none	rRNA pseudouridine synthase
AEP_RS15350	AEP_03075	WP_087496188.1	none	none	none	none	retroviral-like aspartic protease family protein
AEP_RS15355	AEP_03076	WP_087496189.1	none	none	none	none	DUF3297 family protein
AEP_RS15360	AEP_03077	WP_087496190.1	none	none	none	none	EAL domain-containing protein
AEP_RS15365	AEP_03078	WP_087496191.1	none	none	none	none	Crp/Fnr family transcriptional regulator
AEP_RS15370	AEP_03079	WP_087496192.1	none	none	none	none	AMP-binding protein
AEP_RS15375	AEP_03080	WP_087496193.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15380	AEP_03081	WP_087496194.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15385	AEP_03082	WP_087496195.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15390	AEP_03083	WP_087496196.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS15395	AEP_03084	WP_087496197.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15400	AEP_03085	WP_087496198.1	none	none	none	none	AMP-binding protein
AEP_RS15405	AEP_03086	WP_087496199.1	none	none	none	none	tripartite tricarboxylate transporter substrate-binding protein
AEP_RS15410	AEP_03087	WP_087496200.1	none	none	none	none	DUF1840 domain-containing protein
AEP_RS15415	AEP_03088	WP_087496201.1	none	none	none	none	polyhydroxyalkanoic acid system family protein
AEP_RS15420	AEP_03089	WP_087496202.1	none	none	none	none	acyl-CoA-binding protein
AEP_RS15425	AEP_03090	WP_087497375.1	GO:0016746	none	IEA	none	wax ester/triacylglycerol synthase family O-acyltransferase
AEP_RS15430	AEP_03091	WP_087496203.1	none	none	none	none	hypothetical protein
AEP_RS15435	AEP_03092	WP_087496204.1	none	none	none	none	TetR/AcrR family transcriptional regulator
AEP_RS15440	AEP_03093	WP_232459845.1	none	GO:0006629	none	IEA	patatin-like phospholipase family protein
AEP_RS15445	AEP_03094	WP_087496206.1	none	none	none	none	phasin family protein
AEP_RS15450	AEP_03095	WP_087496207.1	GO:0016491	none	IEA	none	SDR family oxidoreductase
AEP_RS15455	AEP_03096	WP_087496208.1	none	none	none	none	MarR family EPS-associated transcriptional regulator
AEP_RS15460	AEP_03097	WP_087496209.1	GO:0003979;GO:0016616;GO:0051287	GO:0000271	IEA;IEA;IEA	IEA	nucleotide sugar dehydrogenase
AEP_RS15465	AEP_03098	WP_087496210.1	none	none	none	none	Gfo/Idh/MocA family oxidoreductase
AEP_RS15470	AEP_03099	WP_087496211.1	none	none	none	none	N-acetyltransferase
AEP_RS15475	AEP_03100	WP_087496212.1	none	none	none	none	DegT/DnrJ/EryC1/StrS family aminotransferase
AEP_RS15480	AEP_03101	WP_087496213.1	none	none	none	none	oligosaccharide flippase family protein
AEP_RS15485	AEP_03102	WP_087496214.1	none	none	none	none	glycosyltransferase family 4 protein
AEP_RS15490	AEP_03103	WP_087496215.1	none	none	none	none	class I SAM-dependent methyltransferase
AEP_RS15495	AEP_03104	WP_157673190.1	none	none	none	none	class I SAM-dependent methyltransferase
AEP_RS15500	AEP_03105	WP_087496217.1	none	none	none	none	glycosyltransferase
AEP_RS15505	AEP_03106	WP_087496218.1	none	none	none	none	hypothetical protein
AEP_RS15510	AEP_03107	WP_087497376.1	none	none	none	none	DegT/DnrJ/EryC1/StrS family aminotransferase
AEP_RS15515	AEP_03108	WP_232460022.1	none	none	none	none	thiamine pyrophosphate-dependent enzyme
AEP_RS15520	AEP_03109	WP_087496220.1	none	none	none	none	pyruvate dehydrogenase
AEP_RS15525	AEP_03110	WP_087496221.1	none	none	none	none	glucosamine 6-phosphate synthetase
AEP_RS15530	AEP_03111	WP_157673191.1	none	none	none	none	glycosyltransferase family 4 protein
AEP_RS15535	AEP_03112	WP_087496223.1	none	none	none	none	sugar transferase
AEP_RS15540	AEP_03113	WP_087496224.1	none	none	none	none	acetyltransferase
AEP_RS15545	AEP_03114	WP_087496225.1	none	none	none	none	DegT/DnrJ/EryC1/StrS aminotransferase family protein
AEP_RS15550	AEP_03115	WP_087496226.1	none	none	none	none	H-NS histone family protein
AEP_RS15555	AEP_03116	WP_087496227.1	none	none	none	none	polysaccharide biosynthesis protein
AEP_RS15560	AEP_03117	WP_087496228.1	GO:0003991	GO:0006592	IEA	IEA	acetylglutamate kinase
AEP_RS15565	AEP_03118	WP_087496229.1	none	none	none	none	response regulator transcription factor
AEP_RS15570	AEP_03119	WP_087497377.1	none	none	none	none	sensor histidine kinase
AEP_RS15575	AEP_03120	WP_087496230.1	GO:0003677	GO:0010974	IEA	IEA	nucleoid occlusion factor SlmA
AEP_RS15580	AEP_03121	WP_087496231.1	none	none	none	none	TetR/AcrR family transcriptional regulator
AEP_RS15585	AEP_03122	WP_087496232.1	none	none	none	none	acyl-CoA dehydrogenase C-terminal domain-containing protein
AEP_RS15590	AEP_03123	WP_087496233.1	none	none	none	none	DUF2147 domain-containing protein
AEP_RS15595	AEP_03124	WP_087496234.1	none	none	none	none	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
AEP_RS15600	AEP_03125	WP_087496235.1	none	none	none	none	DUF4442 domain-containing protein
AEP_RS15605	AEP_03126	WP_087496236.1	GO:0016746	none	IEA	none	acetyl-CoA C-acyltransferase
AEP_RS15610	AEP_03127	WP_087496237.1	none	none	none	none	thioesterase family protein
AEP_RS15615	AEP_03128	WP_087496238.1	none	none	none	none	enoyl-CoA hydratase
AEP_RS15620	AEP_03129	WP_087496239.1	none	none	none	none	TetR/AcrR family transcriptional regulator
AEP_RS15625	AEP_03130	WP_087496240.1	none	none	none	none	SDR family oxidoreductase
AEP_RS15630	AEP_03131	WP_087496241.1	GO:0016627	none	IEA	none	acyl-CoA dehydrogenase family protein
AEP_RS15635	AEP_03132	WP_087496242.1	none	none	none	none	thioesterase family protein
AEP_RS15640	none	WP_087496243.1	none	none	none	none	hypothetical protein
AEP_RS15645	AEP_03133	WP_087496244.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS15650	AEP_03134	WP_087496245.1	none	none	none	none	long-chain fatty acid--CoA ligase
AEP_RS15655	AEP_03135	WP_087496246.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15660	AEP_03136	WP_087496247.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS15665	AEP_03137	WP_087496248.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15670	AEP_03138	WP_087496249.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS15675	AEP_03139	WP_087496250.1	none	none	none	none	acyl-CoA thioesterase
AEP_RS15680	AEP_03140	WP_087496251.1	none	none	none	none	ABC transporter ATP-binding protein/permease
AEP_RS15685	AEP_03141	WP_087496252.1	none	none	none	none	hypothetical protein
AEP_RS15690	AEP_03142	WP_157673192.1	none	none	none	none	porin
AEP_RS15695	AEP_03143	WP_087496254.1	none	none	none	none	FadR family transcriptional regulator
AEP_RS15700	AEP_03144	WP_087496255.1	none	none	none	none	mandelate racemase family protein
AEP_RS15705	AEP_03145	WP_087496256.1	none	none	none	none	sugar ABC transporter permease
AEP_RS15710	AEP_03146	WP_087496257.1	none	none	none	none	carbohydrate ABC transporter permease
AEP_RS15715	AEP_03147	WP_087496258.1	GO:0005524;GO:0140359	none	IEA;IEA	none	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
AEP_RS15720	AEP_03148	WP_087496259.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS15725	AEP_03149	WP_087496260.1	none	none	none	none	oligogalacturonate lyase family protein
AEP_RS15730	AEP_03150	WP_087496261.1	none	none	none	none	LysR substrate-binding domain-containing protein
AEP_RS15735	AEP_03151	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS15740	AEP_03152	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS15745	AEP_03153	WP_198301841.1	none	none	none	none	amino acid ABC transporter substrate-binding protein
AEP_RS15750	AEP_03154	WP_087496262.1	GO:0004151	GO:0009220	IEA	IEA	dihydroorotase
AEP_RS15755	AEP_03155	WP_087496263.1	none	none	none	none	DUF3025 domain-containing protein
AEP_RS15760	AEP_03156	WP_087496264.1	none	none	none	none	tripartite tricarboxylate transporter substrate-binding protein
AEP_RS15765	AEP_03157	WP_087496265.1	GO:0004222	GO:0006508	IEA	IEA	protease HtpX
AEP_RS15770	AEP_03158	WP_087496266.1	none	GO:0006865	none	IEA	LysE family transporter
AEP_RS15775	AEP_03159	WP_087496267.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS15780	AEP_03160	WP_087496268.1	none	none	none	none	NAD(P)/FAD-dependent oxidoreductase
AEP_RS15785	AEP_03161	WP_087496269.1	GO:0003700;GO:0043565	GO:0006355	IEA;IEA	IEA	helix-turn-helix domain-containing protein
AEP_RS15790	AEP_03162	WP_087496270.1	GO:0015171	GO:0006865	IEA	IEA	ethanolamine permease
AEP_RS15795	AEP_03163	WP_087496271.1	none	none	none	none	ethanolamine ammonia-lyase subunit EutB
AEP_RS15800	AEP_03164	WP_087496272.1	GO:0008851	GO:0006520	IEA	IEA	ethanolamine ammonia-lyase subunit EutC
AEP_RS15805	AEP_03165	WP_087496273.1	GO:0004124	GO:0006535	IEA	IEA	cysteine synthase A
AEP_RS15815	AEP_03166	WP_087496274.1	none	none	none	none	CBS domain-containing protein
AEP_RS15820	AEP_03167	WP_087497379.1	none	none	none	none	RNA pseudouridine synthase
AEP_RS15825	AEP_03168	none	none	none	none	none	MBL fold metallo-hydrolase
AEP_RS15830	AEP_03169	WP_087496276.1	GO:0008837	GO:0009089	IEA	IEA	diaminopimelate epimerase
AEP_RS15835	AEP_03170	WP_087496277.1	none	none	none	none	DUF484 family protein
AEP_RS15840	AEP_03171	WP_087496278.1	none	none	none	none	tyrosine recombinase XerC
AEP_RS15850	AEP_03173	WP_087496279.1	none	none	none	none	class I SAM-dependent rRNA methyltransferase
AEP_RS15855	AEP_03174	WP_087496280.1	none	none	none	none	GTP-binding protein
AEP_RS15860	AEP_03175	WP_232460024.1	GO:0019899	GO:0006355	IEA	IEA	RNA polymerase-binding protein DksA
AEP_RS15865	AEP_03176	WP_157673193.1	none	none	none	none	hypothetical protein
AEP_RS15870	AEP_03177	WP_087496283.1	GO:0004298	GO:0051603	IEA	IEA	ATP-dependent protease subunit HslV
AEP_RS15875	AEP_03178	WP_087496284.1	GO:0005524;GO:0008233;GO:0016887	none	IEA;IEA;IEA	none	ATP-dependent protease ATPase subunit HslU
AEP_RS15880	AEP_03179	WP_087496285.1	GO:0043565	GO:0051302	IEA	IEA	division/cell wall cluster transcriptional repressor MraZ
AEP_RS15885	AEP_03180	WP_087496286.1	GO:0016434	none	IEA	none	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
AEP_RS15890	AEP_03181	WP_087496287.1	none	GO:0000910	none	IEA	cell division protein FtsL
AEP_RS15895	AEP_03182	WP_087496288.1	none	none	none	none	penicillin-binding protein 2
AEP_RS15900	AEP_03183	WP_087496289.1	GO:0005524;GO:0016874	GO:0008360;GO:0009058;GO:0051301	IEA;IEA	IEA;IEA;IEA	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase
AEP_RS15905	AEP_03184	WP_087496290.1	GO:0047480	GO:0009252	IEA	IEA	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
AEP_RS15910	AEP_03185	WP_087496291.1	GO:0008963	GO:0009252	IEA	IEA	phospho-N-acetylmuramoyl-pentapeptide- transferase
AEP_RS15915	AEP_03186	WP_087496292.1	GO:0008764	GO:0009252	IEA	IEA	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
AEP_RS15920	AEP_03187	WP_232460026.1	GO:0003674	GO:0009252;GO:0051301	IEA	IEA;IEA	putative lipid II flippase FtsW
AEP_RS15925	AEP_03188	WP_087496294.1	GO:0050511	GO:0009252	IEA	IEA	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
AEP_RS15930	AEP_03189	WP_087496295.1	GO:0008763	GO:0009252	IEA	IEA	UDP-N-acetylmuramate--L-alanine ligase
AEP_RS15935	AEP_03190	WP_087496296.1	none	none	none	none	D-alanine--D-alanine ligase
AEP_RS15940	AEP_03191	WP_087496297.1	none	none	none	none	cell division protein FtsQ/DivIB
AEP_RS15945	AEP_03192	WP_087496298.1	GO:0005515;GO:0005524	GO:0043093	IEA;IEA	IEA	cell division protein FtsA
AEP_RS15950	AEP_03193	WP_087496299.1	none	none	none	none	flagellar transcriptional regulator FlhD
AEP_RS15955	AEP_03194	WP_087496300.1	GO:0003924	GO:0000910	IEA	IEA	cell division protein FtsZ
AEP_RS15960	AEP_03195	WP_087496301.1	GO:0008759	GO:0009245	IEA	IEA	UDP-3-O-acyl-N-acetylglucosamine deacetylase
AEP_RS15965	AEP_03196	WP_087496302.1	none	GO:0071973	none	IEA	flagellar basal body protein
AEP_RS15970	AEP_03197	WP_157673194.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS15975	AEP_03198	WP_087496304.1	GO:0008821	GO:0006310	IEA	IEA	crossover junction endodeoxyribonuclease RuvC
AEP_RS15980	AEP_03199	WP_087496305.1	none	none	none	none	phosphatidate cytidylyltransferase
AEP_RS15985	AEP_03200	WP_087496306.1	none	none	none	none	1-acyl-sn-glycerol-3-phosphate acyltransferase
AEP_RS15990	AEP_03201	WP_087496307.1	none	GO:0009252	none	IEA	monofunctional biosynthetic peptidoglycan transglycosylase
AEP_RS15995	AEP_03202	WP_087496308.1	none	none	none	none	TonB family protein
AEP_RS16000	AEP_03203	WP_087496309.1	GO:0003723;GO:0004540	none	IEA;IEA	none	RNB domain-containing ribonuclease
AEP_RS16005	AEP_03204	WP_087496310.1	none	none	none	none	alpha/beta fold hydrolase
