protein_id	old_locus_tag	locus_tag
AEP_03194	 	 
WP_087496300.1	AEP_03194	AEP_RS15955
AEP_03195	 	 
WP_087496301.1	AEP_03195	AEP_RS15960
AEP_03196	 	 
WP_087496302.1	AEP_03196	AEP_RS15965
AEP_03197	 	 
WP_157673194.1	AEP_03197	AEP_RS15970
AEP_03198	 	 
WP_087496304.1	AEP_03198	AEP_RS15975
AEP_03199	 	 
WP_087496305.1	AEP_03199	AEP_RS15980
AEP_03200	 	 
WP_087496306.1	AEP_03200	AEP_RS15985
AEP_03201	 	 
WP_087496307.1	AEP_03201	AEP_RS15990
AEP_03202	 	 
WP_087496308.1	AEP_03202	AEP_RS15995
AEP_03203	 	 
WP_087496309.1	AEP_03203	AEP_RS16000
AEP_03204	 	 
WP_087496310.1	AEP_03204	AEP_RS16005
AEP_03205	 	 
WP_157673195.1	AEP_03205	AEP_RS16010
AEP_03206	 	 
WP_087496312.1	AEP_03206	AEP_RS16015
AEP_03207	 	 
WP_087496313.1	AEP_03207	AEP_RS16020
AEP_03208	 	 
WP_087496314.1	AEP_03208	AEP_RS16025
AEP_03209	 	 
WP_087496315.1	AEP_03209	AEP_RS16030
AEP_03210	 	 
WP_087496316.1	AEP_03210	AEP_RS16035
AEP_03211	 	 
WP_087496317.1	AEP_03211	AEP_RS16040
AEP_03212	 	 
WP_087496318.1	AEP_03212	AEP_RS16045
AEP_03213	 	 
WP_232459847.1	AEP_03213	AEP_RS16050
AEP_03214	 	 
WP_087496320.1	AEP_03214	AEP_RS16055
AEP_03215	 	 
WP_087496321.1	AEP_03215	AEP_RS16060
AEP_03216	 	 
WP_087496322.1	AEP_03216	AEP_RS16065
AEP_03217	 	 
WP_087496323.1	AEP_03217	AEP_RS16070
AEP_03218	 	 
WP_087496324.1	AEP_03218	AEP_RS16075
AEP_03219	 	 
WP_087496325.1	AEP_03219	AEP_RS16080
AEP_03220	 	 
WP_087497380.1	AEP_03220	AEP_RS16085
AEP_03221	 	 
WP_087496326.1	AEP_03221	AEP_RS16090
AEP_03222	 	 
WP_232460027.1	AEP_03222	AEP_RS16095
AEP_03223	 	 
WP_087496328.1	AEP_03223	AEP_RS16100
AEP_03224	 	 
WP_087496329.1	AEP_03224	AEP_RS21245
AEP_03225	 	 
WP_087496330.1	AEP_03225	AEP_RS16110
AEP_03226	 	 
WP_087496331.1	AEP_03226	AEP_RS16115
AEP_03227	 	 
WP_087496332.1	AEP_03227	AEP_RS16120
AEP_03228	 	 
WP_232459848.1	AEP_03228	AEP_RS16125
AEP_03229	 	 
WP_087496333.1	AEP_03229	AEP_RS16130
AEP_03231	 	 
WP_157673196.1	AEP_03231	AEP_RS16135
AEP_03232	 	 
WP_087496335.1	AEP_03232	AEP_RS16140
AEP_03233	 	 
WP_087496336.1	AEP_03233	AEP_RS16145
AEP_03234	 	 
WP_087496337.1	AEP_03234	AEP_RS16150
AEP_03235	 	 
WP_232459849.1	AEP_03235	AEP_RS16155
AEP_03236	 	 
AEP_03237	 	 
WP_087497383.1	AEP_03237	AEP_RS16165
AEP_03238	 	 
WP_087496338.1	AEP_03238	AEP_RS16170
AEP_03239	 	 
WP_087496339.1	AEP_03239	AEP_RS16175
AEP_03240	 	 
WP_087496340.1	AEP_03240	AEP_RS16180
AEP_03241	 	 
WP_087496341.1	AEP_03241	AEP_RS16185
AEP_03242	 	 
WP_087497384.1	AEP_03242	AEP_RS16190
AEP_03243	 	 
WP_087496342.1	AEP_03243	AEP_RS16195
AEP_03244	 	 
WP_087496343.1	AEP_03244	AEP_RS16200
AEP_03245	 	 
WP_087496344.1	AEP_03245	AEP_RS16205
AEP_03246	 	 
WP_087496345.1	AEP_03246	AEP_RS16210
AEP_03247	 	 
WP_087496346.1	AEP_03247	AEP_RS16215
AEP_03248	 	 
WP_087496347.1	AEP_03248	AEP_RS16220
AEP_03249	 	 
WP_087496348.1	AEP_03249	AEP_RS16225
AEP_03250	 	 
WP_087496349.1	AEP_03250	AEP_RS16230
AEP_03251	 	 
WP_087496350.1	AEP_03251	AEP_RS16235
AEP_03252	 	 
WP_087497385.1	AEP_03252	AEP_RS16240
AEP_03253	 	 
WP_087496351.1	AEP_03253	AEP_RS16245
AEP_03254	 	 
WP_087496352.1	AEP_03254	AEP_RS16250
WP_250644829.1	 	 
AEP_03255	 	 
WP_087496354.1	AEP_03255	AEP_RS16260
AEP_03256	 	 
WP_087496355.1	AEP_03256	AEP_RS16265
AEP_03257	 	 
WP_087496356.1	AEP_03257	AEP_RS16270
AEP_03258	 	 
WP_087496357.1	AEP_03258	AEP_RS16275
AEP_03259	 	 
WP_087496358.1	AEP_03259	AEP_RS16280
AEP_03260	 	 
WP_087496359.1	AEP_03260	AEP_RS16285
AEP_03261	 	 
WP_087496360.1	AEP_03261	AEP_RS16290
AEP_03262	 	 
WP_087496361.1	AEP_03262	AEP_RS16295
AEP_03263	 	 
WP_087496362.1	AEP_03263	AEP_RS16300
AEP_03264	 	 
WP_087496363.1	AEP_03264	AEP_RS16305
AEP_03265	 	 
WP_087496364.1	AEP_03265	AEP_RS16310
AEP_03266	 	 
WP_087496365.1	AEP_03266	AEP_RS16315
AEP_03267	 	 
AEP_03268	 	 
WP_087496366.1	AEP_03268	AEP_RS16325
AEP_03269	 	 
WP_087496367.1	AEP_03269	AEP_RS16330
AEP_03270	 	 
WP_198301842.1	AEP_03270	AEP_RS16335
AEP_03271	 	 
WP_087496369.1	AEP_03271	AEP_RS16340
AEP_03272	 	 
WP_087496370.1	AEP_03272	AEP_RS16345
AEP_03273	 	 
WP_087496371.1	AEP_03273	AEP_RS16350
AEP_03274	 	 
WP_087496372.1	AEP_03274	AEP_RS16355
AEP_03275	 	 
WP_087496373.1	AEP_03275	AEP_RS16360
AEP_03276	 	 
WP_087496374.1	AEP_03276	AEP_RS16365
AEP_03277	 	 
WP_087496375.1	AEP_03277	AEP_RS16370
AEP_03278	 	 
WP_087496376.1	AEP_03278	AEP_RS16375
AEP_03279	 	 
WP_087496377.1	AEP_03279	AEP_RS16380
AEP_03280	 	 
WP_087496378.1	AEP_03280	AEP_RS16385
AEP_03281	 	 
WP_087496379.1	AEP_03281	AEP_RS16390
AEP_03282	 	 
WP_087496380.1	AEP_03282	AEP_RS16395
AEP_03283	 	 
WP_087496381.1	AEP_03283	AEP_RS16400
AEP_03284	 	 
WP_087496382.1	AEP_03284	AEP_RS16405
AEP_03285	 	 
WP_087497386.1	AEP_03285	AEP_RS16410
AEP_03286	 	 
WP_087496383.1	AEP_03286	AEP_RS16415
WP_087496384.1	 	 
AEP_03287	 	 
WP_087496385.1	AEP_03287	AEP_RS16425
AEP_03288	 	 
WP_087496386.1	AEP_03288	AEP_RS16430
AEP_03289	 	 
WP_232459850.1	AEP_03289	AEP_RS21140
AEP_03290	 	 
WP_087496387.1	AEP_03290	AEP_RS16435
AEP_03291	 	 
WP_087496388.1	AEP_03291	AEP_RS16440
AEP_03292	 	 
WP_087496389.1	AEP_03292	AEP_RS16445
AEP_03293	 	 
WP_087496390.1	AEP_03293	AEP_RS16450
AEP_03294	 	 
WP_232459851.1	AEP_03294	AEP_RS16455
AEP_03295	 	 
WP_087496392.1	AEP_03295	AEP_RS16460
AEP_03296	 	 
WP_198301843.1	AEP_03296	AEP_RS16465
AEP_03297	 	 
WP_087496394.1	AEP_03297	AEP_RS16470
AEP_03298	 	 
WP_087496395.1	AEP_03298	AEP_RS16475
AEP_03299	 	 
WP_087497387.1	AEP_03299	AEP_RS16480
AEP_03300	 	 
WP_087496396.1	AEP_03300	AEP_RS16485
AEP_03301	 	 
WP_087496397.1	AEP_03301	AEP_RS16490
AEP_03302	 	 
WP_087496398.1	AEP_03302	AEP_RS16495
AEP_03303	 	 
WP_087496399.1	AEP_03303	AEP_RS16500
AEP_03304	 	 
WP_087497388.1	AEP_03304	AEP_RS16505
AEP_03305	 	 
WP_087496400.1	AEP_03305	AEP_RS16510
AEP_03306	 	 
WP_087496401.1	AEP_03306	AEP_RS16515
AEP_03307	 	 
WP_087496402.1	AEP_03307	AEP_RS16520
AEP_03308	 	 
WP_087496403.1	AEP_03308	AEP_RS16525
AEP_03309	 	 
WP_087496404.1	AEP_03309	AEP_RS16530
AEP_03310	 	 
WP_087496405.1	AEP_03310	AEP_RS16535
AEP_03311	 	 
WP_157673197.1	AEP_03311	AEP_RS21145
AEP_03312	 	 
WP_087496407.1	AEP_03312	AEP_RS16545
AEP_03313	 	 
WP_087496408.1	AEP_03313	AEP_RS16550
AEP_03314	 	 
WP_087496409.1	AEP_03314	AEP_RS16555
AEP_03315	 	 
WP_087496410.1	AEP_03315	AEP_RS16560
AEP_03316	 	 
WP_087496411.1	AEP_03316	AEP_RS16565
AEP_03317	 	 
WP_087496412.1	AEP_03317	AEP_RS16570
AEP_03318	 	 
WP_232459852.1	AEP_03318	AEP_RS16575
AEP_03319	 	 
WP_087497390.1	AEP_03319	AEP_RS16580
AEP_03320	 	 
WP_087496413.1	AEP_03320	AEP_RS16585
AEP_03321	 	 
WP_087496414.1	AEP_03321	AEP_RS16590
AEP_03322	 	 
WP_087496415.1	AEP_03322	AEP_RS16595
AEP_03323	 	 
WP_232459853.1	AEP_03323	AEP_RS16600
AEP_03324	 	 
WP_232459854.1	AEP_03324	AEP_RS16605
AEP_03325	 	 
WP_087496417.1	AEP_03325	AEP_RS16610
AEP_03326	 	 
WP_198301844.1	AEP_03326	AEP_RS20765
AEP_03327	 	 
WP_087496419.1	AEP_03327	AEP_RS16620
AEP_03328	 	 
WP_232459855.1	AEP_03328	AEP_RS21150
AEP_03329	 	 
WP_232459856.1	AEP_03329	AEP_RS21155
AEP_03330	 	 
WP_087496420.1	AEP_03330	AEP_RS16635
AEP_03331	 	 
WP_087496421.1	AEP_03331	AEP_RS16640
AEP_03332	 	 
WP_087496422.1	AEP_03332	AEP_RS16645
AEP_03333	 	 
WP_087496423.1	AEP_03333	AEP_RS16650
AEP_03334	 	 
WP_087496424.1	AEP_03334	AEP_RS16655
AEP_03335	 	 
WP_087496425.1	AEP_03335	AEP_RS16660
AEP_03336	 	 
WP_087496426.1	AEP_03336	AEP_RS16665
AEP_03337	 	 
WP_087496427.1	AEP_03337	AEP_RS16670
AEP_03338	 	 
WP_087496428.1	AEP_03338	AEP_RS16675
AEP_03339	 	 
WP_087496429.1	AEP_03339	AEP_RS16680
AEP_03340	 	 
WP_087496430.1	AEP_03340	AEP_RS16685
AEP_03341	 	 
WP_087496431.1	AEP_03341	AEP_RS16690
AEP_03342	 	 
WP_087496432.1	AEP_03342	AEP_RS16695
AEP_03343	 	 
WP_087496433.1	AEP_03343	AEP_RS16700
AEP_03344	 	 
WP_087496434.1	AEP_03344	AEP_RS16705
WP_087496435.1	 	 
AEP_03346	 	 
WP_087496436.1	AEP_03346	AEP_RS16715
AEP_03347	 	 
WP_087496437.1	AEP_03347	AEP_RS16720
AEP_03348	 	 
WP_232459857.1	AEP_03348	AEP_RS16725
AEP_03349	 	 
WP_232460029.1	AEP_03349	AEP_RS16730
AEP_03350	 	 
WP_232459858.1	AEP_03350	AEP_RS16735
AEP_03351	 	 
WP_087496440.1	AEP_03351	AEP_RS16740
AEP_03352	 	 
WP_087496441.1	AEP_03352	AEP_RS16745
AEP_03353	 	 
WP_087496442.1	AEP_03353	AEP_RS16750
AEP_03354	 	 
WP_087496443.1	AEP_03354	AEP_RS16755
AEP_03355	 	 
WP_087496444.1	AEP_03355	AEP_RS16760
AEP_03356	 	 
WP_087496445.1	AEP_03356	AEP_RS16765
AEP_03357	 	 
WP_087496446.1	AEP_03357	AEP_RS16770
AEP_03358	 	 
WP_087496447.1	AEP_03358	AEP_RS16775
AEP_03359	 	 
WP_087496448.1	AEP_03359	AEP_RS16780
AEP_03360	 	 
WP_087497395.1	AEP_03360	AEP_RS16785
AEP_03361	 	 
WP_087497396.1	AEP_03361	AEP_RS16790
AEP_03362	 	 
WP_087496449.1	AEP_03362	AEP_RS16795
AEP_03363	 	 
WP_087496450.1	AEP_03363	AEP_RS16800
AEP_03364	 	 
WP_087496451.1	AEP_03364	AEP_RS16805
AEP_03365	 	 
WP_087496452.1	AEP_03365	AEP_RS16810
AEP_03366	 	 
WP_087496453.1	AEP_03366	AEP_RS16815
AEP_03367	 	 
WP_087496454.1	AEP_03367	AEP_RS16820
AEP_03368	 	 
WP_087496455.1	AEP_03368	AEP_RS16825
AEP_03369	 	 
WP_087496456.1	AEP_03369	AEP_RS16830
AEP_03370	 	 
WP_157673199.1	AEP_03370	AEP_RS20775
AEP_03371	 	 
WP_087496457.1	AEP_03371	AEP_RS16835
AEP_03372	 	 
WP_087497397.1	AEP_03372	AEP_RS16840
AEP_03373	 	 
WP_087496458.1	AEP_03373	AEP_RS16845
AEP_03374	 	 
WP_087496459.1	AEP_03374	AEP_RS16850
AEP_03375	 	 
WP_087496460.1	AEP_03375	AEP_RS16855
AEP_03376	 	 
WP_087496461.1	AEP_03376	AEP_RS16860
AEP_03377	 	 
WP_087497398.1	AEP_03377	AEP_RS16865
AEP_03378	 	 
WP_087496462.1	AEP_03378	AEP_RS16870
AEP_03379	 	 
WP_087496463.1	AEP_03379	AEP_RS16875
AEP_03380	 	 
WP_087496464.1	AEP_03380	AEP_RS16880
AEP_03381	 	 
WP_087496465.1	AEP_03381	AEP_RS16885
AEP_03382	 	 
WP_087496466.1	AEP_03382	AEP_RS16890
AEP_03383	 	 
WP_087496467.1	AEP_03383	AEP_RS16895
AEP_03384	 	 
WP_157673251.1	AEP_03384	AEP_RS16900
AEP_03385	 	 
WP_087496468.1	AEP_03385	AEP_RS16905
AEP_03386	 	 
WP_087496469.1	AEP_03386	AEP_RS16910
AEP_03387	 	 
WP_087496470.1	AEP_03387	AEP_RS16915
AEP_03388	 	 
WP_087496471.1	AEP_03388	AEP_RS16920
AEP_03389	 	 
WP_087496472.1	AEP_03389	AEP_RS16925
AEP_03390	 	 
WP_087496473.1	AEP_03390	AEP_RS16930
AEP_03391	 	 
WP_087496474.1	AEP_03391	AEP_RS16935
AEP_03392	 	 
WP_232459859.1	AEP_03392	AEP_RS16940
AEP_03393	 	 
WP_087496475.1	AEP_03393	AEP_RS16945
AEP_03394	 	 
WP_087496476.1	AEP_03394	AEP_RS16950
AEP_03395	 	 
WP_087496477.1	AEP_03395	AEP_RS16955
AEP_03396	 	 
WP_087496478.1	AEP_03396	AEP_RS16960
AEP_03397	 	 
WP_087496479.1	AEP_03397	AEP_RS16965
WP_087496480.1	 	 
AEP_03399	 	 
WP_087496481.1	AEP_03399	AEP_RS16975
AEP_03400	 	 
WP_087496482.1	AEP_03400	AEP_RS16980
AEP_03401	 	 
WP_087496483.1	AEP_03401	AEP_RS16985
AEP_03402	 	 
WP_087496484.1	AEP_03402	AEP_RS16990
AEP_03403	 	 
WP_232459860.1	AEP_03403	AEP_RS16995
AEP_03404	 	 
WP_087496485.1	AEP_03404	AEP_RS17000
AEP_03405	 	 
WP_087496486.1	AEP_03405	AEP_RS17005
AEP_03406	 	 
WP_087496487.1	AEP_03406	AEP_RS17010
AEP_03407	 	 
WP_087496488.1	AEP_03407	AEP_RS17015
AEP_03408	 	 
WP_087496489.1	AEP_03408	AEP_RS17020
AEP_03409	 	 
WP_087496490.1	AEP_03409	AEP_RS17025
AEP_03410	 	 
WP_087496491.1	AEP_03410	AEP_RS17030
AEP_03411	 	 
WP_087496492.1	AEP_03411	AEP_RS17035
AEP_03412	 	 
WP_087496493.1	AEP_03412	AEP_RS17040
AEP_03413	 	 
WP_087496494.1	AEP_03413	AEP_RS17045
AEP_03414	 	 
WP_087496495.1	AEP_03414	AEP_RS17050
AEP_03415	 	 
WP_087496496.1	AEP_03415	AEP_RS17055
AEP_03416	 	 
WP_087496497.1	AEP_03416	AEP_RS17060
AEP_03417	 	 
WP_087497402.1	AEP_03417	AEP_RS17065
AEP_03418	 	 
WP_087496498.1	AEP_03418	AEP_RS17070
AEP_03419	 	 
WP_087496499.1	AEP_03419	AEP_RS17075
AEP_03420	 	 
WP_087496500.1	AEP_03420	AEP_RS17080
AEP_03421	 	 
WP_232459861.1	AEP_03421	AEP_RS21160
AEP_03422	 	 
WP_232459862.1	AEP_03422	AEP_RS17085
AEP_03423	 	 
WP_087496501.1	AEP_03423	AEP_RS17090
AEP_03424	 	 
WP_138517516.1	AEP_03424	AEP_RS17095
AEP_03425	 	 
WP_087496503.1	AEP_03425	AEP_RS17100
AEP_03426	 	 
WP_087496504.1	AEP_03426	AEP_RS17105
AEP_03427	 	 
WP_087496505.1	AEP_03427	AEP_RS17110
AEP_03428	 	 
WP_087496506.1	AEP_03428	AEP_RS17115
AEP_03429	 	 
WP_087496507.1	AEP_03429	AEP_RS17120
AEP_03430	 	 
WP_087496508.1	AEP_03430	AEP_RS17125
AEP_03431	 	 
WP_087496509.1	AEP_03431	AEP_RS17130
AEP_03432	 	 
WP_087496510.1	AEP_03432	AEP_RS17135
AEP_03433	 	 
WP_087496511.1	AEP_03433	AEP_RS17140
AEP_03434	 	 
WP_087496512.1	AEP_03434	AEP_RS17145
AEP_03435	 	 
WP_087496513.1	AEP_03435	AEP_RS17150
WP_087496514.1	 	 
AEP_03436	 	 
WP_087496515.1	AEP_03436	AEP_RS17160
AEP_03437	 	 
WP_087496516.1	AEP_03437	AEP_RS17165
AEP_03438	 	 
WP_087496517.1	AEP_03438	AEP_RS17170
AEP_03439	 	 
WP_087496518.1	AEP_03439	AEP_RS17175
AEP_03440	 	 
WP_087496519.1	AEP_03440	AEP_RS17180
WP_087496520.1	 	 
AEP_03442	 	 
WP_087496521.1	AEP_03442	AEP_RS17190
AEP_03443	 	 
WP_232460030.1	AEP_03443	AEP_RS17195
AEP_03444	 	 
AEP_03445	 	 
WP_087496523.1	AEP_03445	AEP_RS17205
AEP_03446	 	 
WP_087496524.1	AEP_03446	AEP_RS17210
AEP_03447	 	 
WP_087497403.1	AEP_03447	AEP_RS17215
AEP_03448	 	 
WP_087496525.1	AEP_03448	AEP_RS17220
AEP_03449	 	 
WP_087496526.1	AEP_03449	AEP_RS17225
AEP_03450	 	 
WP_087496527.1	AEP_03450	AEP_RS17230
WP_087496528.1	 	 
AEP_03451	 	 
WP_087496529.1	AEP_03451	AEP_RS17240
AEP_03452	 	 
WP_087496530.1	AEP_03452	AEP_RS17245
AEP_03453	 	 
WP_087496531.1	AEP_03453	AEP_RS17250
AEP_03454	 	 
WP_087496532.1	AEP_03454	AEP_RS17255
AEP_03455	 	 
WP_087496533.1	AEP_03455	AEP_RS17260
AEP_03456	 	 
WP_087496534.1	AEP_03456	AEP_RS17265
AEP_03457	 	 
WP_087496535.1	AEP_03457	AEP_RS17270
AEP_03458	 	 
WP_087496536.1	AEP_03458	AEP_RS17275
AEP_03459	 	 
WP_087496537.1	AEP_03459	AEP_RS17280
AEP_03460	 	 
WP_087496538.1	AEP_03460	AEP_RS17285
AEP_03461	 	 
WP_087496539.1	AEP_03461	AEP_RS21170
AEP_03462	 	 
WP_198301847.1	AEP_03462	AEP_RS17295
AEP_03463	 	 
WP_087496541.1	AEP_03463	AEP_RS17300
AEP_03464	 	 
WP_087496542.1	AEP_03464	AEP_RS17305
AEP_03465	 	 
WP_157673201.1	AEP_03465	AEP_RS17310
AEP_03466	 	 
WP_087496544.1	AEP_03466	AEP_RS17315
AEP_03467	 	 
WP_087496545.1	AEP_03467	AEP_RS17320
AEP_03468	 	 
WP_087496546.1	AEP_03468	AEP_RS17325
AEP_03469	 	 
WP_087496547.1	AEP_03469	AEP_RS17330
AEP_03470	 	 
WP_087496548.1	AEP_03470	AEP_RS17335
AEP_03471	 	 
WP_157673202.1	AEP_03471	AEP_RS17340
AEP_03472	 	 
WP_087496550.1	AEP_03472	AEP_RS17345
AEP_03473	 	 
WP_087496551.1	AEP_03473	AEP_RS17350
AEP_03474	 	 
WP_087496552.1	AEP_03474	AEP_RS17355
AEP_03475	 	 
WP_087496553.1	AEP_03475	AEP_RS17360
AEP_03476	 	 
WP_087496554.1	AEP_03476	AEP_RS17365
AEP_03477	 	 
WP_087496555.1	AEP_03477	AEP_RS17370
AEP_03478	 	 
WP_087496556.1	AEP_03478	AEP_RS17375
AEP_03479	 	 
WP_087496557.1	AEP_03479	AEP_RS17380
AEP_03480	 	 
WP_087496558.1	AEP_03480	AEP_RS17385
AEP_03481	 	 
WP_087496559.1	AEP_03481	AEP_RS17390
AEP_03482	 	 
WP_087496560.1	AEP_03482	AEP_RS17395
AEP_03483	 	 
WP_087496561.1	AEP_03483	AEP_RS17400
AEP_03484	 	 
WP_087496562.1	AEP_03484	AEP_RS17405
AEP_03485	 	 
WP_087496563.1	AEP_03485	AEP_RS17410
AEP_03486	 	 
WP_087496564.1	AEP_03486	AEP_RS17415
AEP_03487	 	 
WP_198301975.1	AEP_03487	AEP_RS17420
AEP_03488	 	 
WP_087496566.1	AEP_03488	AEP_RS17425
AEP_03489	 	 
WP_198301848.1	AEP_03489	AEP_RS17430
AEP_03490	 	 
WP_087496568.1	AEP_03490	AEP_RS17435
AEP_03491	 	 
AEP_03492	 	 
WP_087496569.1	AEP_03492	AEP_RS17445
AEP_03493	 	 
WP_087496570.1	AEP_03493	AEP_RS17450
AEP_03494	 	 
WP_087496571.1	AEP_03494	AEP_RS17455
AEP_03495	 	 
WP_087496572.1	AEP_03495	AEP_RS17460
AEP_03496	 	 
WP_087496573.1	AEP_03496	AEP_RS17465
AEP_03497	 	 
WP_087496574.1	AEP_03497	AEP_RS17470
AEP_03498	 	 
WP_087497404.1	AEP_03498	AEP_RS17475
AEP_03499	 	 
WP_087496575.1	AEP_03499	AEP_RS17480
AEP_03500	 	 
WP_087496576.1	AEP_03500	AEP_RS17485
AEP_03501	 	 
WP_087496577.1	AEP_03501	AEP_RS17490
AEP_03502	 	 
WP_087496578.1	AEP_03502	AEP_RS17495
AEP_03503	 	 
WP_087496579.1	AEP_03503	AEP_RS17500
AEP_03504	 	 
WP_087496580.1	AEP_03504	AEP_RS17505
AEP_03505	 	 
WP_087496581.1	AEP_03505	AEP_RS17510
AEP_03506	 	 
WP_257789668.1	AEP_03506	AEP_RS17515
AEP_03507	 	 
WP_087496583.1	AEP_03507	AEP_RS17520
AEP_03508	 	 
WP_087496584.1	AEP_03508	AEP_RS17525
AEP_03509	 	 
WP_087496585.1	AEP_03509	AEP_RS17530
AEP_03510	 	 
WP_087496586.1	AEP_03510	AEP_RS17535
AEP_03511	 	 
WP_087496587.1	AEP_03511	AEP_RS17540
AEP_03512	 	 
WP_087496588.1	AEP_03512	AEP_RS17545
AEP_03513	 	 
WP_087496589.1	AEP_03513	AEP_RS17550
AEP_03514	 	 
WP_087496590.1	AEP_03514	AEP_RS17555
AEP_03515	 	 
WP_087496591.1	AEP_03515	AEP_RS17560
AEP_03516	 	 
WP_087496592.1	AEP_03516	AEP_RS17565
AEP_03517	 	 
AEP_03518	 	 
WP_087496594.1	AEP_03518	AEP_RS17575
AEP_03519	 	 
WP_087496595.1	AEP_03519	AEP_RS17580
AEP_03520	 	 
WP_087496596.1	AEP_03520	AEP_RS17585
AEP_03521	 	 
WP_087496597.1	AEP_03521	AEP_RS17590
AEP_03522	 	 
WP_087496598.1	AEP_03522	AEP_RS17595
AEP_03523	 	 
WP_087496599.1	AEP_03523	AEP_RS17600
AEP_03524	 	 
WP_087496600.1	AEP_03524	AEP_RS17605
AEP_03525	 	 
WP_198301977.1	AEP_03525	AEP_RS17610
AEP_03526	 	 
WP_087496601.1	AEP_03526	AEP_RS17615
AEP_03527	 	 
WP_087496602.1	AEP_03527	AEP_RS17620
AEP_03528	 	 
WP_087496603.1	AEP_03528	AEP_RS17625
AEP_03529	 	 
WP_087496604.1	AEP_03529	AEP_RS17630
AEP_03530	 	 
WP_232459865.1	AEP_03530	AEP_RS17635
AEP_03531	 	 
WP_087496606.1	AEP_03531	AEP_RS17640
AEP_03532	 	 
WP_087496607.1	AEP_03532	AEP_RS17645
AEP_03533	 	 
WP_087496608.1	AEP_03533	AEP_RS17650
AEP_03534	 	 
WP_087496609.1	AEP_03534	AEP_RS17655
AEP_03535	 	 
WP_198301849.1	AEP_03535	AEP_RS17660
AEP_03536	 	 
WP_087496611.1	AEP_03536	AEP_RS17665
AEP_03537	 	 
WP_087496612.1	AEP_03537	AEP_RS17670
AEP_03538	 	 
WP_087496613.1	AEP_03538	AEP_RS17675
AEP_03539	 	 
WP_087496614.1	AEP_03539	AEP_RS17680
AEP_03540	 	 
WP_087496615.1	AEP_03540	AEP_RS17685
AEP_03541	 	 
WP_087496616.1	AEP_03541	AEP_RS17690
AEP_03542	 	 
WP_087496617.1	AEP_03542	AEP_RS17695
AEP_03543	 	 
WP_087496618.1	AEP_03543	AEP_RS17700
AEP_03544	 	 
WP_087496619.1	AEP_03544	AEP_RS17705
AEP_03545	 	 
WP_087497406.1	AEP_03545	AEP_RS17710
AEP_03546	 	 
WP_087496620.1	AEP_03546	AEP_RS17715
AEP_03547	 	 
WP_087496621.1	AEP_03547	AEP_RS17720
AEP_03548	 	 
WP_087496622.1	AEP_03548	AEP_RS17725
AEP_03549	 	 
WP_087496623.1	AEP_03549	AEP_RS17730
AEP_03550	 	 
WP_087496624.1	AEP_03550	AEP_RS17735
AEP_03551	 	 
WP_087496625.1	AEP_03551	AEP_RS17740
AEP_03552	 	 
WP_087496626.1	AEP_03552	AEP_RS17745
AEP_03553	 	 
WP_087496627.1	AEP_03553	AEP_RS17750
AEP_03554	 	 
WP_087496628.1	AEP_03554	AEP_RS17755
AEP_03555	 	 
WP_087496629.1	AEP_03555	AEP_RS17760
AEP_03556	 	 
AEP_03557	 	 
WP_087496631.1	AEP_03557	AEP_RS17770
AEP_03558	 	 
WP_087496632.1	AEP_03558	AEP_RS17775
AEP_03559	 	 
WP_087496633.1	AEP_03559	AEP_RS17780
AEP_03560	 	 
WP_087496634.1	AEP_03560	AEP_RS17785
AEP_03561	 	 
WP_087496635.1	AEP_03561	AEP_RS17790
AEP_03562	 	 
WP_087496636.1	AEP_03562	AEP_RS17795
AEP_03563	 	 
WP_087496637.1	AEP_03563	AEP_RS17800
AEP_03564	 	 
WP_087496638.1	AEP_03564	AEP_RS17805
AEP_03565	 	 
WP_087496639.1	AEP_03565	AEP_RS17810
AEP_03566	 	 
WP_087496640.1	AEP_03566	AEP_RS17815
AEP_03567	 	 
WP_232459866.1	AEP_03567	AEP_RS17820
AEP_03568	 	 
WP_087496642.1	AEP_03568	AEP_RS17825
AEP_03569	 	 
WP_087496643.1	AEP_03569	AEP_RS17830
AEP_03570	 	 
WP_087496644.1	AEP_03570	AEP_RS17835
AEP_03571	 	 
WP_087496645.1	AEP_03571	AEP_RS17840
AEP_03572	 	 
WP_087497407.1	AEP_03572	AEP_RS17845
AEP_03573	 	 
WP_087496646.1	AEP_03573	AEP_RS17850
AEP_03574	 	 
WP_087496647.1	AEP_03574	AEP_RS17855
AEP_03575	 	 
WP_157673203.1	AEP_03575	AEP_RS17860
AEP_03576	 	 
WP_087496649.1	AEP_03576	AEP_RS17865
AEP_03577	 	 
AEP_03578	 	 
WP_087496651.1	AEP_03578	AEP_RS17875
AEP_03579	 	 
WP_087496652.1	AEP_03579	AEP_RS17880
AEP_03580	 	 
WP_087496653.1	AEP_03580	AEP_RS17885
AEP_03581	 	 
WP_087496654.1	AEP_03581	AEP_RS17890
AEP_03582	 	 
WP_087496655.1	AEP_03582	AEP_RS17895
AEP_03583	 	 
WP_087496656.1	AEP_03583	AEP_RS17900
AEP_03584	 	 
WP_087496657.1	AEP_03584	AEP_RS17905
AEP_03585	 	 
WP_087496658.1	AEP_03585	AEP_RS17910
AEP_03586	 	 
WP_087496659.1	AEP_03586	AEP_RS17915
AEP_03587	 	 
WP_087496660.1	AEP_03587	AEP_RS17920
AEP_03588	 	 
