GID	SYMBOL	GENENAME
AEP_03100	WP_087496212.1	DegT/DnrJ/EryC1/StrS family aminotransferase
AEP_03101	WP_087496213.1	oligosaccharide flippase family protein
AEP_03102	WP_087496214.1	glycosyltransferase family 4 protein
AEP_03103	WP_087496215.1	class I SAM-dependent methyltransferase
AEP_03104	WP_157673190.1	class I SAM-dependent methyltransferase
AEP_03105	WP_087496217.1	glycosyltransferase
AEP_03106	WP_087496218.1	hypothetical protein
AEP_03107	WP_087497376.1	DegT/DnrJ/EryC1/StrS family aminotransferase
AEP_03108	WP_232460022.1	thiamine pyrophosphate-dependent enzyme
AEP_03109	WP_087496220.1	pyruvate dehydrogenase
AEP_03110	WP_087496221.1	glucosamine 6-phosphate synthetase
AEP_03111	WP_157673191.1	glycosyltransferase family 4 protein
AEP_03112	WP_087496223.1	sugar transferase
AEP_03113	WP_087496224.1	acetyltransferase
AEP_03114	WP_087496225.1	DegT/DnrJ/EryC1/StrS aminotransferase family protein
AEP_03115	WP_087496226.1	H-NS histone family protein
AEP_03116	WP_087496227.1	polysaccharide biosynthesis protein
AEP_03117	WP_087496228.1	acetylglutamate kinase
AEP_03118	WP_087496229.1	response regulator transcription factor
AEP_03119	WP_087497377.1	sensor histidine kinase
AEP_03120	WP_087496230.1	nucleoid occlusion factor SlmA
AEP_03121	WP_087496231.1	TetR/AcrR family transcriptional regulator
AEP_03122	WP_087496232.1	acyl-CoA dehydrogenase C-terminal domain-containing protein
AEP_03123	WP_087496233.1	DUF2147 domain-containing protein
AEP_03124	WP_087496234.1	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
AEP_03125	WP_087496235.1	DUF4442 domain-containing protein
AEP_03126	WP_087496236.1	acetyl-CoA C-acyltransferase
AEP_03127	WP_087496237.1	thioesterase family protein
AEP_03128	WP_087496238.1	enoyl-CoA hydratase
AEP_03129	WP_087496239.1	TetR/AcrR family transcriptional regulator
AEP_03130	WP_087496240.1	SDR family oxidoreductase
AEP_03131	WP_087496241.1	acyl-CoA dehydrogenase family protein
AEP_03132	WP_087496242.1	thioesterase family protein
none	WP_087496243.1	hypothetical protein
AEP_03133	WP_087496244.1	ABC transporter substrate-binding protein
AEP_03134	WP_087496245.1	long-chain fatty acid--CoA ligase
AEP_03135	WP_087496246.1	ABC transporter ATP-binding protein
AEP_03136	WP_087496247.1	ABC transporter ATP-binding protein
AEP_03137	WP_087496248.1	branched-chain amino acid ABC transporter permease
AEP_03138	WP_087496249.1	branched-chain amino acid ABC transporter permease
AEP_03139	WP_087496250.1	acyl-CoA thioesterase
AEP_03140	WP_087496251.1	ABC transporter ATP-binding protein/permease
AEP_03141	WP_087496252.1	hypothetical protein
AEP_03142	WP_157673192.1	porin
AEP_03143	WP_087496254.1	FadR family transcriptional regulator
AEP_03144	WP_087496255.1	mandelate racemase family protein
AEP_03145	WP_087496256.1	sugar ABC transporter permease
AEP_03146	WP_087496257.1	carbohydrate ABC transporter permease
AEP_03147	WP_087496258.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
AEP_03148	WP_087496259.1	ABC transporter substrate-binding protein
AEP_03149	WP_087496260.1	oligogalacturonate lyase family protein
AEP_03150	WP_087496261.1	LysR substrate-binding domain-containing protein
AEP_03151	WP_087493664.1	group II intron reverse transcriptase/maturase
AEP_03152	WP_087493664.1	group II intron reverse transcriptase/maturase
AEP_03153	WP_198301841.1	amino acid ABC transporter substrate-binding protein
AEP_03154	WP_087496262.1	dihydroorotase
AEP_03155	WP_087496263.1	DUF3025 domain-containing protein
AEP_03156	WP_087496264.1	tripartite tricarboxylate transporter substrate-binding protein
AEP_03157	WP_087496265.1	protease HtpX
AEP_03158	WP_087496266.1	LysE family transporter
AEP_03159	WP_087496267.1	methyl-accepting chemotaxis protein
AEP_03160	WP_087496268.1	NAD(P)/FAD-dependent oxidoreductase
AEP_03161	WP_087496269.1	helix-turn-helix domain-containing protein
AEP_03162	WP_087496270.1	ethanolamine permease
AEP_03163	WP_087496271.1	ethanolamine ammonia-lyase subunit EutB
AEP_03164	WP_087496272.1	ethanolamine ammonia-lyase subunit EutC
AEP_03165	WP_087496273.1	cysteine synthase A
AEP_03166	WP_087496274.1	CBS domain-containing protein
AEP_03167	WP_087497379.1	RNA pseudouridine synthase
AEP_03168	none	MBL fold metallo-hydrolase
AEP_03169	WP_087496276.1	diaminopimelate epimerase
AEP_03170	WP_087496277.1	DUF484 family protein
AEP_03171	WP_087496278.1	tyrosine recombinase XerC
AEP_03173	WP_087496279.1	class I SAM-dependent rRNA methyltransferase
AEP_03174	WP_087496280.1	GTP-binding protein
AEP_03175	WP_232460024.1	RNA polymerase-binding protein DksA
AEP_03176	WP_157673193.1	hypothetical protein
AEP_03177	WP_087496283.1	ATP-dependent protease subunit HslV
AEP_03178	WP_087496284.1	ATP-dependent protease ATPase subunit HslU
AEP_03179	WP_087496285.1	division/cell wall cluster transcriptional repressor MraZ
AEP_03180	WP_087496286.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
AEP_03181	WP_087496287.1	cell division protein FtsL
AEP_03182	WP_087496288.1	penicillin-binding protein 2
AEP_03183	WP_087496289.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase
AEP_03184	WP_087496290.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
AEP_03185	WP_087496291.1	phospho-N-acetylmuramoyl-pentapeptide- transferase
AEP_03186	WP_087496292.1	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
AEP_03187	WP_232460026.1	putative lipid II flippase FtsW
AEP_03188	WP_087496294.1	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
AEP_03189	WP_087496295.1	UDP-N-acetylmuramate--L-alanine ligase
AEP_03190	WP_087496296.1	D-alanine--D-alanine ligase
AEP_03191	WP_087496297.1	cell division protein FtsQ/DivIB
AEP_03192	WP_087496298.1	cell division protein FtsA
AEP_03193	WP_087496299.1	flagellar transcriptional regulator FlhD
AEP_03194	WP_087496300.1	cell division protein FtsZ
AEP_03195	WP_087496301.1	UDP-3-O-acyl-N-acetylglucosamine deacetylase
AEP_03196	WP_087496302.1	flagellar basal body protein
AEP_03197	WP_157673194.1	transporter substrate-binding domain-containing protein
AEP_03198	WP_087496304.1	crossover junction endodeoxyribonuclease RuvC
AEP_03199	WP_087496305.1	phosphatidate cytidylyltransferase
AEP_03200	WP_087496306.1	1-acyl-sn-glycerol-3-phosphate acyltransferase
AEP_03201	WP_087496307.1	monofunctional biosynthetic peptidoglycan transglycosylase
AEP_03202	WP_087496308.1	TonB family protein
AEP_03203	WP_087496309.1	RNB domain-containing ribonuclease
AEP_03204	WP_087496310.1	alpha/beta fold hydrolase
AEP_03205	WP_157673195.1	hypothetical protein
AEP_03206	WP_087496312.1	rod shape-determining protein RodA
AEP_03207	WP_087496313.1	NAD(P)-dependent oxidoreductase
AEP_03208	WP_087496314.1	metalloprotease TldD
AEP_03209	WP_087496315.1	3-deoxy-7-phosphoheptulonate synthase
AEP_03210	WP_087496316.1	hypothetical protein
AEP_03211	WP_087496317.1	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
AEP_03212	WP_087496318.1	hypothetical protein
AEP_03213	WP_232459847.1	redoxin family protein
AEP_03214	WP_087496320.1	acetyl-CoA carboxylase biotin carboxyl carrier protein
AEP_03215	WP_087496321.1	acetyl-CoA carboxylase biotin carboxylase subunit
AEP_03216	WP_087496322.1	50S ribosomal protein L11 methyltransferase
AEP_03217	WP_087496323.1	zinc-ribbon and DUF3426 domain-containing protein
AEP_03218	WP_087496324.1	histone
AEP_03219	WP_087496325.1	ribonucleotide-diphosphate reductase subunit beta
AEP_03220	WP_087497380.1	ribonucleoside-diphosphate reductase subunit alpha
AEP_03221	WP_087496326.1	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
AEP_03222	WP_232460027.1	sigma 54-interacting transcriptional regulator
AEP_03223	WP_087496328.1	ATP-binding protein
AEP_03224	WP_087496329.1	PP0621 family protein
AEP_03225	WP_087496330.1	cytochrome c biogenesis protein CcsA
AEP_03226	WP_087496331.1	signal recognition particle protein
AEP_03227	WP_087496332.1	DMT family transporter
AEP_03228	WP_232459848.1	M48 family metallopeptidase
AEP_03229	WP_087496333.1	DUF3015 family protein
AEP_03231	WP_157673196.1	DUF4105 domain-containing protein
AEP_03232	WP_087496335.1	acetyl-CoA hydrolase/transferase family protein
AEP_03233	WP_087496336.1	PEP-CTERM sorting domain-containing protein
AEP_03234	WP_087496337.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
AEP_03235	WP_232459849.1	hypothetical protein
AEP_03237	WP_087497383.1	enoyl-CoA hydratase
AEP_03238	WP_087496338.1	enoyl-CoA hydratase-related protein
AEP_03239	WP_087496339.1	M61 family metallopeptidase
AEP_03240	WP_087496340.1	DsbC family protein
AEP_03241	WP_087496341.1	FAD-dependent monooxygenase
AEP_03242	WP_087497384.1	MOSC N-terminal beta barrel domain-containing protein
AEP_03243	WP_087496342.1	diguanylate cyclase
AEP_03244	WP_087496343.1	diguanylate cyclase
AEP_03245	WP_087496344.1	redox-regulated ATPase YchF
AEP_03246	WP_087496345.1	DMT family transporter
AEP_03247	WP_087496346.1	tRNA 2-selenouridine(34) synthase MnmH
AEP_03248	WP_087496347.1	DedA family protein
AEP_03249	WP_087496348.1	tRNA dihydrouridine synthase DusB
AEP_03250	WP_087496349.1	Fis family transcriptional regulator
AEP_03251	WP_087496350.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
AEP_03252	WP_087497385.1	SIS domain-containing protein
AEP_03253	WP_087496351.1	glutamate-1-semialdehyde 2,1-aminomutase
AEP_03254	WP_087496352.1	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
none	WP_250644829.1	rubredoxin
AEP_03255	WP_087496354.1	response regulator
AEP_03256	WP_087496355.1	response regulator
AEP_03257	WP_087496356.1	chemotaxis protein CheW
AEP_03258	WP_087496357.1	methyl-accepting chemotaxis protein
AEP_03259	WP_087496358.1	Hpt domain-containing protein
AEP_03260	WP_087496359.1	DNA photolyase family protein
AEP_03261	WP_087496360.1	YqgE/AlgH family protein
AEP_03262	WP_087496361.1	Holliday junction resolvase RuvX
AEP_03263	WP_087496362.1	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
AEP_03264	WP_087496363.1	aspartate carbamoyltransferase catalytic subunit
AEP_03265	WP_087496364.1	dihydroorotase
AEP_03266	WP_087496365.1	1-acyl-sn-glycerol-3-phosphate acyltransferase
AEP_03268	WP_087496366.1	VWA domain-containing protein
AEP_03269	WP_087496367.1	GNAT family N-acetyltransferase
AEP_03270	WP_198301842.1	hypothetical protein
AEP_03271	WP_087496369.1	MoxR family ATPase
AEP_03272	WP_087496370.1	cytochrome c4
AEP_03273	WP_087496371.1	hypothetical protein
AEP_03274	WP_087496372.1	lysophospholipid transporter LplT
AEP_03275	WP_087496373.1	glycosyltransferase family 1 protein
AEP_03276	WP_087496374.1	archaetidylserine decarboxylase
AEP_03277	WP_087496375.1	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
AEP_03278	WP_087496376.1	hypothetical protein
AEP_03279	WP_087496377.1	DUF1841 family protein
AEP_03280	WP_087496378.1	glutathione-regulated potassium-efflux system protein KefC
AEP_03281	WP_087496379.1	NAD(P)H-dependent oxidoreductase
AEP_03282	WP_087496380.1	ParA family protein
AEP_03283	WP_087496381.1	MaoC family dehydratase
AEP_03284	WP_087496382.1	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
AEP_03285	WP_087497386.1	ComF family protein
AEP_03286	WP_087496383.1	biotin synthase
none	WP_087496384.1	DUF2244 domain-containing protein
AEP_03287	WP_087496385.1	cytochrome c oxidase subunit II
AEP_03288	WP_087496386.1	cytochrome c oxidase subunit I
AEP_03289	WP_232459850.1	cytochrome oxidase small assembly protein
AEP_03290	WP_087496387.1	cytochrome c oxidase assembly protein
AEP_03291	WP_087496388.1	DUF2970 domain-containing protein
AEP_03292	WP_087496389.1	cytochrome c oxidase subunit 3
AEP_03293	WP_087496390.1	twin transmembrane helix small protein
AEP_03294	WP_232459851.1	SURF1 family protein
AEP_03295	WP_087496392.1	hypothetical protein
AEP_03296	WP_198301843.1	COX15/CtaA family protein
AEP_03297	WP_087496394.1	heme o synthase
AEP_03298	WP_087496395.1	SCO family protein
AEP_03299	WP_087497387.1	tripartite tricarboxylate transporter substrate binding protein
AEP_03300	WP_087496396.1	RNA polymerase sigma factor RpoH
AEP_03301	WP_087496397.1	AMP-binding protein
AEP_03302	WP_087496398.1	isochorismatase family protein
AEP_03303	WP_087496399.1	DUF1272 domain-containing protein
AEP_03304	WP_087497388.1	EamA family transporter
AEP_03305	WP_087496400.1	helix-turn-helix domain-containing protein
AEP_03306	WP_087496401.1	SDR family oxidoreductase
AEP_03307	WP_087496402.1	multidrug effflux MFS transporter
AEP_03308	WP_087496403.1	C40 family peptidase
AEP_03309	WP_087496404.1	flavin reductase family protein
AEP_03310	WP_087496405.1	N-methyl-D-aspartate receptor NMDAR2C subunit
AEP_03311	WP_157673197.1	FxDxF family PEP-CTERM protein
AEP_03312	WP_087496407.1	translesion DNA synthesis-associated protein ImuA
AEP_03313	WP_087496408.1	DNA polymerase Y family protein
AEP_03314	WP_087496409.1	L-lactate permease
AEP_03315	WP_087496410.1	DUF1993 domain-containing protein
AEP_03316	WP_087496411.1	acyl-CoA thioesterase
AEP_03317	WP_087496412.1	transglutaminase family protein
AEP_03318	WP_232459852.1	Lrp/AsnC family transcriptional regulator
AEP_03319	WP_087497390.1	EamA family transporter
AEP_03320	WP_087496413.1	SDR family oxidoreductase
AEP_03321	WP_087496414.1	dienelactone hydrolase family protein
AEP_03322	WP_087496415.1	AraC family transcriptional regulator
AEP_03323	WP_232459853.1	fatty acid desaturase
AEP_03324	WP_232459854.1	phosphotyrosine protein phosphatase
AEP_03325	WP_087496417.1	hypothetical protein
AEP_03326	WP_198301844.1	hypothetical protein
AEP_03327	WP_087496419.1	DUF2314 domain-containing protein
AEP_03328	WP_232459855.1	error-prone DNA polymerase
AEP_03329	WP_232459856.1	PEP-CTERM sorting domain-containing protein
AEP_03330	WP_087496420.1	hypothetical protein
AEP_03331	WP_087496421.1	chemotaxis protein CheX
AEP_03332	WP_087496422.1	response regulator
AEP_03333	WP_087496423.1	DUF3857 domain-containing protein
AEP_03334	WP_087496424.1	inositol 2-dehydrogenase
AEP_03335	WP_087496425.1	MurR/RpiR family transcriptional regulator
AEP_03336	WP_087496426.1	5-dehydro-2-deoxygluconokinase
AEP_03337	WP_087496427.1	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
AEP_03338	WP_087496428.1	myo-inosose-2 dehydratase
AEP_03339	WP_087496429.1	5-deoxy-glucuronate isomerase
AEP_03340	WP_087496430.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase
AEP_03341	WP_087496431.1	GntR family transcriptional regulator
AEP_03342	WP_087496432.1	aspartate aminotransferase family protein
AEP_03343	WP_087496433.1	glutamine synthetase family protein
AEP_03344	WP_087496434.1	MFS transporter
none	WP_087496435.1	hypothetical protein
AEP_03346	WP_087496436.1	NAD(P)H-dependent oxidoreductase
AEP_03347	WP_087496437.1	hypothetical protein
AEP_03348	WP_232459857.1	nuclear transport factor 2 family protein
AEP_03349	WP_232460029.1	helix-turn-helix domain-containing protein
AEP_03350	WP_232459858.1	branched-chain amino acid ABC transporter permease
AEP_03351	WP_087496440.1	branched-chain amino acid ABC transporter permease
AEP_03352	WP_087496441.1	ABC transporter ATP-binding protein
AEP_03353	WP_087496442.1	ATP-binding cassette domain-containing protein
AEP_03354	WP_087496443.1	ABC transporter substrate-binding protein
AEP_03355	WP_087496444.1	aldehyde dehydrogenase
AEP_03356	WP_087496445.1	coniferyl-alcohol dehydrogenase
AEP_03357	WP_087496446.1	sigma-54-dependent Fis family transcriptional regulator
AEP_03358	WP_087496447.1	xylose isomerase
AEP_03359	WP_087496448.1	xylulokinase
AEP_03360	WP_087497395.1	ROK family transcriptional regulator
AEP_03361	WP_087497396.1	hemerythrin domain-containing protein
AEP_03362	WP_087496449.1	DUF748 domain-containing protein
AEP_03363	WP_087496450.1	fasciclin domain-containing protein
AEP_03364	WP_087496451.1	FMN-binding negative transcriptional regulator
AEP_03365	WP_087496452.1	pirin family protein
AEP_03366	WP_087496453.1	exo-alpha-sialidase
AEP_03367	WP_087496454.1	hypothetical protein
AEP_03368	WP_087496455.1	dicarboxylate/amino acid:cation symporter
AEP_03369	WP_087496456.1	alpha/beta hydrolase
AEP_03370	WP_157673199.1	lmo0937 family membrane protein
AEP_03371	WP_087496457.1	4,5-DOPA dioxygenase extradiol
AEP_03372	WP_087497397.1	TetR family transcriptional regulator
AEP_03373	WP_087496458.1	TRAP transporter small permease
AEP_03374	WP_087496459.1	TRAP transporter large permease subunit
AEP_03375	WP_087496460.1	TRAP transporter substrate-binding protein
AEP_03376	WP_087496461.1	type II 3-dehydroquinate dehydratase
AEP_03377	WP_087497398.1	shikimate dehydrogenase
AEP_03378	WP_087496462.1	hypothetical protein
AEP_03379	WP_087496463.1	GtrA family protein
AEP_03380	WP_087496464.1	glycosyltransferase family 9 protein
AEP_03381	WP_087496465.1	methionine adenosyltransferase
AEP_03382	WP_087496466.1	lysophospholipid acyltransferase family protein
AEP_03383	WP_087496467.1	lipid A biosynthesis acyltransferase
AEP_03384	WP_157673251.1	ribosome biogenesis GTP-binding protein YihA/YsxC
AEP_03385	WP_087496468.1	cytochrome c4
AEP_03386	WP_087496469.1	cytochrome c biogenesis protein ResB
AEP_03387	WP_087496470.1	c-type cytochrome biogenesis protein CcsB
AEP_03388	WP_087496471.1	protein-methionine-sulfoxide reductase catalytic subunit MsrP
AEP_03389	WP_087496472.1	sulfoxide reductase heme-binding subunit YedZ
AEP_03390	WP_087496473.1	diaminopimelate decarboxylase
AEP_03391	WP_087496474.1	iron donor protein CyaY
AEP_03392	WP_232459859.1	PBP1A family penicillin-binding protein
AEP_03393	WP_087496475.1	pilus assembly protein PilM
AEP_03394	WP_087496476.1	PilN domain-containing protein
AEP_03395	WP_087496477.1	type 4a pilus biogenesis protein PilO
AEP_03396	WP_087496478.1	pilus assembly protein PilP
AEP_03397	WP_087496479.1	type IV pilus secretin PilQ
none	WP_087496480.1	shikimate kinase
AEP_03399	WP_087496481.1	3-dehydroquinate synthase
AEP_03400	WP_087496482.1	deoxyguanosinetriphosphate triphosphohydrolase
AEP_03401	WP_087496483.1	DUF1415 domain-containing protein
AEP_03402	WP_087496484.1	SAM-dependent methyltransferase
AEP_03403	WP_232459860.1	hypothetical protein
AEP_03404	WP_087496485.1	MBL fold metallo-hydrolase
AEP_03405	WP_087496486.1	transposase
AEP_03406	WP_087496487.1	glutamate synthase-related protein
AEP_03407	WP_087496488.1	glutamate synthase subunit beta
AEP_03408	WP_087496489.1	ABC transporter ATP-binding protein
AEP_03409	WP_087496490.1	lipid asymmetry maintenance ABC transporter permease subunit MlaE
AEP_03410	WP_087496491.1	outer membrane lipid asymmetry maintenance protein MlaD
AEP_03411	WP_087496492.1	VacJ family lipoprotein
AEP_03412	WP_087496493.1	ABC transporter substrate-binding protein
AEP_03413	WP_087496494.1	STAS domain-containing protein
AEP_03414	WP_087496495.1	ABC transporter ATP-binding protein
AEP_03415	WP_087496496.1	ABC transporter permease
AEP_03416	WP_087496497.1	BolA/IbaG family iron-sulfur metabolism protein
AEP_03417	WP_087497402.1	ATP phosphoribosyltransferase
AEP_03418	WP_087496498.1	histidinol dehydrogenase
AEP_03419	WP_087496499.1	hypothetical protein
AEP_03420	WP_087496500.1	GFA family protein
AEP_03421	WP_232459861.1	CopG family transcriptional regulator
AEP_03422	WP_232459862.1	PIN domain-containing protein
AEP_03423	WP_087496501.1	histidinol-phosphate transaminase
AEP_03424	WP_138517516.1	imidazoleglycerol-phosphate dehydratase HisB
AEP_03425	WP_087496503.1	imidazole glycerol phosphate synthase subunit HisH
AEP_03426	WP_087496504.1	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
AEP_03427	WP_087496505.1	imidazole glycerol phosphate synthase subunit HisF
AEP_03428	WP_087496506.1	phosphoribosyl-AMP cyclohydrolase
AEP_03429	WP_087496507.1	phosphoribosyl-ATP diphosphatase
AEP_03430	WP_087496508.1	hypothetical protein
AEP_03431	WP_087496509.1	histidine triad nucleotide-binding protein
AEP_03432	WP_087496510.1	Sec-independent protein translocase subunit TatA
AEP_03433	WP_087496511.1	Sec-independent protein translocase protein TatB
AEP_03434	WP_087496512.1	twin-arginine translocase subunit TatC
AEP_03435	WP_087496513.1	trypsin-like peptidase domain-containing protein
none	WP_087496514.1	hypothetical protein
AEP_03436	WP_087496515.1	Nif3-like dinuclear metal center hexameric protein
AEP_03437	WP_087496516.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
AEP_03438	WP_087496517.1	large conductance mechanosensitive channel protein MscL
AEP_03439	WP_087496518.1	ubiquinol-cytochrome c reductase iron-sulfur subunit
AEP_03440	WP_087496519.1	cytochrome bc complex cytochrome b subunit
none	WP_087496520.1	cytochrome c1
AEP_03442	WP_087496521.1	glutathione S-transferase N-terminal domain-containing protein
AEP_03443	WP_232460030.1	ClpXP protease specificity-enhancing factor
AEP_03445	WP_087496523.1	hypothetical protein
AEP_03446	WP_087496524.1	M23 family metallopeptidase
AEP_03447	WP_087497403.1	preprotein translocase subunit SecA
AEP_03448	WP_087496525.1	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
AEP_03449	WP_087496526.1	ATP-binding protein
AEP_03450	WP_087496527.1	NUDIX domain-containing protein
none	WP_087496528.1	DNA gyrase inhibitor YacG
AEP_03451	WP_087496529.1	cell division protein ZapD
AEP_03452	WP_087496530.1	dephospho-CoA kinase
AEP_03453	WP_087496531.1	A24 family peptidase
AEP_03454	WP_087496532.1	type II secretion system F family protein
AEP_03455	WP_087496533.1	type IV-A pilus assembly ATPase PilB
AEP_03456	WP_087496534.1	dTDP-4-dehydrorhamnose 3,5-epimerase
AEP_03457	WP_087496535.1	glucose-1-phosphate thymidylyltransferase RfbA
AEP_03458	WP_087496536.1	dTDP-4-dehydrorhamnose reductase
AEP_03459	WP_087496537.1	dTDP-glucose 4,6-dehydratase
AEP_03460	WP_087496538.1	type II secretion system GspH family protein
AEP_03461	WP_087496539.1	PEP-CTERM sorting domain-containing protein
AEP_03462	WP_198301847.1	FxDxF family PEP-CTERM protein
AEP_03463	WP_087496541.1	phosphomannomutase
AEP_03464	WP_087496542.1	UDP-glucose/GDP-mannose dehydrogenase family protein
AEP_03465	WP_157673201.1	glycoside hydrolase family 5 protein
AEP_03466	WP_087496544.1	lipopolysaccharide biosynthesis protein
AEP_03467	WP_087496545.1	O-antigen ligase family protein
AEP_03468	WP_087496546.1	glycosyltransferase family 2 protein
AEP_03469	WP_087496547.1	serine O-acetyltransferase
AEP_03470	WP_087496548.1	glycosyltransferase family 2 protein
AEP_03471	WP_157673202.1	glycosyltransferase family 1 protein
AEP_03472	WP_087496550.1	acyltransferase
AEP_03473	WP_087496551.1	glycosyltransferase family 4 protein
AEP_03474	WP_087496552.1	GMC family oxidoreductase
AEP_03475	WP_087496553.1	NAD(P)-dependent oxidoreductase
AEP_03476	WP_087496554.1	acyltransferase
AEP_03477	WP_087496555.1	WecB/TagA/CpsF family glycosyltransferase
AEP_03478	WP_087496556.1	EpsI family protein
AEP_03479	WP_087496557.1	exosortase B
AEP_03480	WP_087496558.1	chain length determinant protein tyrosine kinase EpsG
AEP_03481	WP_087496559.1	chain length determinant protein EpsF
AEP_03482	WP_087496560.1	polysaccharide export protein EpsE
AEP_03483	WP_087496561.1	EpsD family peptidyl-prolyl cis-trans isomerase
AEP_03484	WP_087496562.1	putative exosortase B-associated extracellular polysaccharide biosynthesis transporter EpsL
AEP_03485	WP_087496563.1	undecaprenyl-phosphate glucose phosphotransferase
AEP_03486	WP_087496564.1	transcriptional regulator EpsA
AEP_03487	WP_198301975.1	UDP-glucose 4-epimerase GalE
AEP_03488	WP_087496566.1	NDP-sugar synthase
AEP_03489	WP_198301848.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
AEP_03490	WP_087496568.1	PEP-CTERM sorting domain-containing protein
AEP_03492	WP_087496569.1	polyprenyl synthetase family protein
AEP_03493	WP_087496570.1	50S ribosomal protein L21
AEP_03494	WP_087496571.1	50S ribosomal protein L27
AEP_03495	WP_087496572.1	GTPase ObgE
AEP_03496	WP_087496573.1	glutamate 5-kinase
AEP_03497	WP_087496574.1	hypothetical protein
AEP_03498	WP_087497404.1	RNA pyrophosphohydrolase
AEP_03499	WP_087496575.1	proline--tRNA ligase
AEP_03500	WP_087496576.1	lytic transglycosylase domain-containing protein
AEP_03501	WP_087496577.1	EAL domain-containing protein
AEP_03502	WP_087496578.1	Grx4 family monothiol glutaredoxin
AEP_03503	WP_087496579.1	peptidylprolyl isomerase
AEP_03504	WP_087496580.1	2-isopropylmalate synthase
AEP_03505	WP_087496581.1	zinc ribbon domain-containing protein YjdM
AEP_03506	WP_257789668.1	peptide chain release factor N(5)-glutamine methyltransferase
AEP_03507	WP_087496583.1	methyl-accepting chemotaxis protein
AEP_03508	WP_087496584.1	peptide chain release factor 1
AEP_03509	WP_087496585.1	glutamyl-tRNA reductase
AEP_03510	WP_087496586.1	hypothetical protein
AEP_03511	WP_087496587.1	HAD family phosphatase
AEP_03512	WP_087496588.1	glycerophosphodiester phosphodiesterase
AEP_03513	WP_087496589.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
AEP_03514	WP_087496590.1	sn-glycerol-3-phosphate ABC transporter permease UgpE
AEP_03515	WP_087496591.1	sn-glycerol-3-phosphate ABC transporter permease UgpA
AEP_03516	WP_087496592.1	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB
AEP_03517	none	DUF3683 domain-containing protein
AEP_03518	WP_087496594.1	FAD-binding oxidoreductase
AEP_03519	WP_087496595.1	DUF971 domain-containing protein
AEP_03520	WP_087496596.1	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE
AEP_03521	WP_087496597.1	Tim44-like domain-containing protein
AEP_03522	WP_087496598.1	hypothetical protein
AEP_03523	WP_087496599.1	ubiquinone biosynthesis regulatory protein kinase UbiB
AEP_03524	WP_087496600.1	FmdB family transcriptional regulator
AEP_03525	WP_198301977.1	DUF502 domain-containing protein
AEP_03526	WP_087496601.1	aspartate--tRNA ligase
AEP_03527	WP_087496602.1	dihydroneopterin triphosphate diphosphatase
AEP_03528	WP_087496603.1	endonuclease/exonuclease/phosphatase family protein
AEP_03529	WP_087496604.1	cardiolipin synthase ClsB
AEP_03530	WP_232459865.1	GTP cyclohydrolase I
AEP_03531	WP_087496606.1	BLUF domain-containing protein
AEP_03532	WP_087496607.1	DMT family transporter
AEP_03533	WP_087496608.1	DUF429 domain-containing protein
AEP_03534	WP_087496609.1	MinD/ParA family protein
AEP_03535	WP_198301849.1	GGDEF domain-containing protein
AEP_03536	WP_087496611.1	molybdopterin-synthase adenylyltransferase MoeB
AEP_03537	WP_087496612.1	S41 family peptidase
AEP_03538	WP_087496613.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase
AEP_03539	WP_087496614.1	rhodanese-like domain-containing protein
AEP_03540	WP_087496615.1	glutaredoxin 3
AEP_03541	WP_087496616.1	protein-export chaperone SecB
